7.763106307373409436e+02,6.743150877192980488e+02,8.256878507295169811e+02,8.055680597223190489e+02,8.497451582743419749e+02,8.713587264150939973e+02,7.710203104359310373e+02
7.936230381995850394e+02,6.790044444444439478e+02,8.563672839506169794e+02,8.504867787622970354e+02,8.971745692533729652e+02,9.016198113207550477e+02,7.870364927344779744e+02
8.200977198697070207e+02,6.830814035087720413e+02,9.187847923681259772e+02,9.335907346682480465e+02,9.709782289301459741e+02,9.541483490566040473e+02,8.221428335535009637e+02
8.524341131181520268e+02,6.850839766081869584e+02,1.009931677890009951e+03,1.054735226400609918e+03,1.064317216508610045e+03,1.018496580188680014e+03,8.510956076618230099e+02
8.945981640509329509e+02,6.895719298245610389e+02,1.119213103254769976e+03,1.167870927230869938e+03,1.159147188460000052e+03,1.076191037735849932e+03,8.853150594451780080e+02
9.377260882440040177e+02,6.944690058479529853e+02,1.224265432098769907e+03,1.248444359171139922e+03,1.248227327367440012e+03,1.114332783018870032e+03,9.275979194187580106e+02
9.798590464909680122e+02,7.001150877192980033e+02,1.313424242424239992e+03,1.291790134654289886e+03,1.311986376385739959e+03,1.135309433962260073e+03,9.705203104359310373e+02
1.022599052413380036e+03,7.048077192982459565e+02,1.374948933782269933e+03,1.313606711784000026e+03,1.354462401495929953e+03,1.144561556603769986e+03,1.012797225891680000e+03
1.060493337281609911e+03,7.139501754385960339e+02,1.413778338945010091e+03,1.321005860601409950e+03,1.381465740617069969e+03,1.145515801886790086e+03,1.051937252311759948e+03
1.085692626591649969e+03,7.209511111111110040e+02,1.435753647586979923e+03,1.322593804507079994e+03,1.397377721383729977e+03,1.145748466981129923e+03,1.081908850726550099e+03
1.108314776428780078e+03,7.272257309941519452e+02,1.443530583613920044e+03,1.319561222354009942e+03,1.405659409643380059e+03,1.142939268867919964e+03,1.107585535006599912e+03
1.131554042049159989e+03,7.313083040935670169e+02,1.450658810325480090e+03,1.313015767808549981e+03,1.411203686389739914e+03,1.138048702830189995e+03,1.128010237780709986e+03
1.138697364524729892e+03,7.367452631578950104e+02,1.449709315375979941e+03,1.305462847973210046e+03,1.410288366501939890e+03,1.131617216981130014e+03,1.142971763540290112e+03
1.147523541604969978e+03,7.395085380116960323e+02,1.447790404040400063e+03,1.298454405916420001e+03,1.407999599305459924e+03,1.125766745283020100e+03,1.156376321003959902e+03
1.154776132662130067e+03,7.425389473684209634e+02,1.445194304152639916e+03,1.288795088257870020e+03,1.402790971016429921e+03,1.121382193396229923e+03,1.163948976221930025e+03
1.164064554338169955e+03,7.443826900584799660e+02,1.436315516273850108e+03,1.279382962394470042e+03,1.399070255108860010e+03,1.115017688679250114e+03,1.169710039630120036e+03
1.163580692922710114e+03,7.472933333333329529e+02,1.424755331088659887e+03,1.270571897020859979e+03,1.394104981968750053e+03,1.110132429245280036e+03,1.173807793923379904e+03
1.166325140657389966e+03,7.480785964912280406e+02,1.415432379349050052e+03,1.261408428102979997e+03,1.388711232803530038e+03,1.105761084905660027e+03,1.174389200792599922e+03
1.166542197216459954e+03,7.482970760233920373e+02,1.408493827160489900e+03,1.252597990650949896e+03,1.381879658073999963e+03,1.100966627358490086e+03,1.175064564068690061e+03
1.171168196624219945e+03,7.489964912280699991e+02,1.398442199775530071e+03,1.243857252494239901e+03,1.376626419126489964e+03,1.094797995283020100e+03,1.175407859973579889e+03
1.170022505182110081e+03,7.487293567251459763e+02,1.388568041526370052e+03,1.235155515244540084e+03,1.369498330439429992e+03,1.088693749999999909e+03,1.175186756935270068e+03
1.167013029315960011e+03,7.482297076023389764e+02,1.376493265993269915e+03,1.229110932812390047e+03,1.365155870174970005e+03,1.082995636792449886e+03,1.176095937912810086e+03
1.164955581877409941e+03,7.495983625730990525e+02,1.366849186307520085e+03,1.220853694271959966e+03,1.356367303325760076e+03,1.076400589622639927e+03,1.175832892998680109e+03
1.163268285460469997e+03,7.492952046783630067e+02,1.355625701459030097e+03,1.213229889067190015e+03,1.352088687057570041e+03,1.072003773584910050e+03,1.175568031704099894e+03
1.157888658572700024e+03,7.494687719298250386e+02,1.345248316498320037e+03,1.206582641456780038e+03,1.344289034326169940e+03,1.069143042452830059e+03,1.175082727873179920e+03
1.153618596387329944e+03,7.485223391812869522e+02,1.335607323232319914e+03,1.200831717016669927e+03,1.336668892747429936e+03,1.063928301886789995e+03,1.174213837516510011e+03
1.150362155759549978e+03,7.482598830409359607e+02,1.322804994388329987e+03,1.195168213214260049e+03,1.330489515159609937e+03,1.059293396226420100e+03,1.173432959048880093e+03
1.149209061297010066e+03,7.459181286549710421e+02,1.308269079685750057e+03,1.190089723016810012e+03,1.325313476692929953e+03,1.054460731132079900e+03,1.171749174372519974e+03
1.144970091797450095e+03,7.457691228070179932e+02,1.295695145903479897e+03,1.184076257587390046e+03,1.318471884599970053e+03,1.049417452830190086e+03,1.171771301188899997e+03
1.140543677820550101e+03,7.449249122807019603e+02,1.286670314253650076e+03,1.179874694760339935e+03,1.313481501268870034e+03,1.045269929245280082e+03,1.169480184940550089e+03
1.138593426117859963e+03,7.449485380116959732e+02,1.277583052749720082e+03,1.173768296937139894e+03,1.306670762655269982e+03,1.043062735849059891e+03,1.169822159841480016e+03
1.134910867633989938e+03,7.431730994152050016e+02,1.267433080808079922e+03,1.168506942021909936e+03,1.298574595966339984e+03,1.039169457547169941e+03,1.168629623513870001e+03
1.127305892804260111e+03,7.425607017543859456e+02,1.257059062850730015e+03,1.163301193050999927e+03,1.292508080673170070e+03,1.036715212264150068e+03,1.166873183619549991e+03
1.124761622742079908e+03,7.414624561403510370e+02,1.245162738496070006e+03,1.157695388264839949e+03,1.286789635367970050e+03,1.033842688679249932e+03,1.162970112285340065e+03
1.122102161681970074e+03,7.415452631578949649e+02,1.233549523007859989e+03,1.151466057350170104e+03,1.278604915186320113e+03,1.029646226415090041e+03,1.161826453104360098e+03
1.117938406870000108e+03,7.419522807017540345e+02,1.222813973063970025e+03,1.146580827461099943e+03,1.272679577935090037e+03,1.026495165094340109e+03,1.158793097754290102e+03
1.114237192774650111e+03,7.410023391812869704e+02,1.212083473625139959e+03,1.140293727761109949e+03,1.264624816348339891e+03,1.021718985849060005e+03,1.158130118890360109e+03
1.105594610601129943e+03,7.397368421052630083e+02,1.202253226711560046e+03,1.136665457336220015e+03,1.258895285160949925e+03,1.018214858490570009e+03,1.154116083223249916e+03
1.099145691442110092e+03,7.379738011695909563e+02,1.191190516273850108e+03,1.130954161724690039e+03,1.250660478162149957e+03,1.016523938679250023e+03,1.152647952443860049e+03
1.093245188036720037e+03,7.376799999999999500e+02,1.182735269360269967e+03,1.126589339286960012e+03,1.244197675971679928e+03,1.012252948113209982e+03,1.148546070013210056e+03
1.090437370447139983e+03,7.376589473684209679e+02,1.174291806958470033e+03,1.122363427056440059e+03,1.236296781087220097e+03,1.008439386792450023e+03,1.147899603698810097e+03
1.086090020728460104e+03,7.361204678362570348e+02,1.164765993265989891e+03,1.119415893392869975e+03,1.231395351943370088e+03,1.006830542452829945e+03,1.143087516512550110e+03
1.084490376073440075e+03,7.344945029239770520e+02,1.155658389450059985e+03,1.114332798437169913e+03,1.222998130092159954e+03,1.003787264150940018e+03,1.140267668428009983e+03
1.079840687000300022e+03,7.344077192982459792e+02,1.140799242424239992e+03,1.108760552570990058e+03,1.216001602778150072e+03,1.001643160377360005e+03,1.136818527080579997e+03
1.072570328694110003e+03,7.328233918128649975e+02,1.131792648709320019e+03,1.105514546849929957e+03,1.210560705222389970e+03,1.000252712264149977e+03,1.134657199471600052e+03
1.067397098015989968e+03,7.316037426900579703e+02,1.120181677890009951e+03,1.101859136258980016e+03,1.204255776679580094e+03,9.976694575471700546e+02,1.130980515191550012e+03
1.061826769321879965e+03,7.304088888888890096e+02,1.110913439955110107e+03,1.097389660224660020e+03,1.196874315480170026e+03,9.961007075471700318e+02,1.129391347424040077e+03
1.060544862303820082e+03,7.293733333333329938e+02,1.099902497194160105e+03,1.094569315565480110e+03,1.189773607586480011e+03,9.929239386792449977e+02,1.125583058124170066e+03
1.055395321291090113e+03,7.295473684210529655e+02,1.088810465768799986e+03,1.090389241610269892e+03,1.182451983437960052e+03,9.918071933962260118e+02,1.122604029062089921e+03
1.049808113710389989e+03,7.279169590643269885e+02,1.082249438832770011e+03,1.087242447498779939e+03,1.176840657139040104e+03,9.878956367924530468e+02,1.119274768824310058e+03
1.046721942552559995e+03,7.272276023391809758e+02,1.074181537598200066e+03,1.083238400893040080e+03,1.169104314144520004e+03,9.840935141509429513e+02,1.117634742404230110e+03
1.042754219721650088e+03,7.260776608187129568e+02,1.067101010101009933e+03,1.080176934347309952e+03,1.162853880058770073e+03,9.817207547169809914e+02,1.114969947159840103e+03
1.038098015990520025e+03,7.254231578947369599e+02,1.059942340067339956e+03,1.076020721412129888e+03,1.155150527581140068e+03,9.801132075471699636e+02,1.112636889035670038e+03
1.037890435297600106e+03,7.241960233918130143e+02,1.051756453423120092e+03,1.072490755598970054e+03,1.149058367837589913e+03,9.787604952830190541e+02,1.109385402906209947e+03
1.031867633994670086e+03,7.233679532163739623e+02,1.046105780022450062e+03,1.068961417707389955e+03,1.140905836783759923e+03,9.764653301886789905e+02,1.106115918097749955e+03
1.029360971276279997e+03,7.214647953216369842e+02,1.038102693602689897e+03,1.065462289820690103e+03,1.135310538266330013e+03,9.731762971698110505e+02,1.102317371202110053e+03
1.022977494817890033e+03,7.220313450292400148e+02,1.028534371492700075e+03,1.061230586757829997e+03,1.128216508614930035e+03,9.722054245283020464e+02,1.100881274768820049e+03
1.017479715724020025e+03,7.206339181286549547e+02,1.021289702581369966e+03,1.058824112188659910e+03,1.121187658608250103e+03,9.686198113207550477e+02,1.098559114927340033e+03
1.012671009771990043e+03,7.193064327485379863e+02,1.012412878787880004e+03,1.055746040605600001e+03,1.113815413383199939e+03,9.667626179245279445e+02,1.095884081902250045e+03
1.009686704175299951e+03,7.189555555555559749e+02,1.004667789001120013e+03,1.053284378706480084e+03,1.108715239748900103e+03,9.644076650943400182e+02,1.092440885072659967e+03
1.004774652058040033e+03,7.178105263157899572e+02,9.968204264870929592e+02,1.049421823763339944e+03,1.100402698009879941e+03,9.632886792452829923e+02,1.091513705416120047e+03
1.001472904945219966e+03,7.156734502923980017e+02,9.919984567901229866e+02,1.048109188585779975e+03,1.094465072792839919e+03,9.631794811320750114e+02,1.087172721268160103e+03
9.973221794492150138e+02,7.153150877192980488e+02,9.845244107744109670e+02,1.043109467662040061e+03,1.087067850941630013e+03,9.604564858490570032e+02,1.085024108322329994e+03
9.942949363340239870e+02,7.144423391812870250e+02,9.789140011223339570e+02,1.040277611107240091e+03,1.081003739815680092e+03,9.554905660377360164e+02,1.082905052840159897e+03
9.914773467574769938e+02,7.137847953216370342e+02,9.699638047138049615e+02,1.037794041721899930e+03,1.072836249499129963e+03,9.544104952830190314e+02,1.078798546895639902e+03
9.879928931003850039e+02,7.128018713450289852e+02,9.613521324354660464e+02,1.036624572664479956e+03,1.067897822893010016e+03,9.522929245283020236e+02,1.075222093791280031e+03
9.854258217352679594e+02,7.124512280701750342e+02,9.551363636363639671e+02,1.034217888788110031e+03,1.060595031387739937e+03,9.520022405660380400e+02,1.073365422721270079e+03
9.810838021912940121e+02,7.118652631578950150e+02,9.477198372615040398e+02,1.032827321565619968e+03,1.055077200480830015e+03,9.499819575471700546e+02,1.069826122853369952e+03
9.784264139769029498e+02,7.118853801169590270e+02,9.400339506172839492e+02,1.030691411428170113e+03,1.047984105783360064e+03,9.466962264150939745e+02,1.066383751651249895e+03
9.734320402724309815e+02,7.111583625730989979e+02,9.345075757575759781e+02,1.028279425102909954e+03,1.043471216775740004e+03,9.445174528301889723e+02,1.063198976221930025e+03
9.694788273615639582e+02,7.108729824561399937e+02,9.314277497194160560e+02,1.024783715900369998e+03,1.037227327367440012e+03,9.446869103773580036e+02,1.061096928665790074e+03
9.661578323956169925e+02,7.107939181286550365e+02,9.239831649831650111e+02,1.023215307332730049e+03,1.030733404567919933e+03,9.421853773584909959e+02,1.057762879788640021e+03
9.630672194255259910e+02,7.108966081871340066e+02,9.201101290684620153e+02,1.020438428800669953e+03,1.024163216241490090e+03,9.398860849056600273e+02,1.055003632760900018e+03
9.592727272727270247e+02,7.077326315789470073e+02,9.159901795735130463e+02,1.018542384706620055e+03,1.019899826365700051e+03,9.375836084905660073e+02,1.051939564068690061e+03
9.561382884216759521e+02,7.081583625730989979e+02,9.117069304152639688e+02,1.017526268052749970e+03,1.013882195806060054e+03,9.361170990566040473e+02,1.048637549537650102e+03
9.547488895469349472e+02,7.070814035087720413e+02,9.077770763187429566e+02,1.015096560385130033e+03,1.008741017764119988e+03,9.340186320754720555e+02,1.045025099075299977e+03
9.513349126443589512e+02,7.067520467836260423e+02,9.014673120089789791e+02,1.013018139956740015e+03,1.003183518098040054e+03,9.345147405660379718e+02,1.043103533685600041e+03
9.474723127035830430e+02,7.060755555555559795e+02,9.001770482603819801e+02,1.011201353519850045e+03,9.979396286897290338e+02,9.330686320754720100e+02,1.038586525759579899e+03
9.423707432632510290e+02,7.058739181286549638e+02,8.959948092031420401e+02,1.007732854252419997e+03,9.916248163483370490e+02,9.330363207547170532e+02,1.035713011889039990e+03
9.404092389695000520e+02,7.042729824561399710e+02,8.916452020202019639e+02,1.005489220679550044e+03,9.861411780419390425e+02,9.305237028301889950e+02,1.033005284015850066e+03
9.384249333728159854e+02,7.041532163742690500e+02,8.897988215488220476e+02,1.002837089234629957e+03,9.814529183918790523e+02,9.310994103773580264e+02,1.028825627476880072e+03
9.367737636955879452e+02,7.033628070175440143e+02,8.852066498316499974e+02,1.001985208958349972e+03,9.768315747295309848e+02,9.293548349056600273e+02,1.025404062087189914e+03
9.335013325436780178e+02,7.032608187134500213e+02,8.806181257014590074e+02,9.984929882090279989e+02,9.705010017363430279e+02,9.278563679245279445e+02,1.022951783355350017e+03
9.297551080840979694e+02,7.016612865497080520e+02,8.782142255892259755e+02,9.973011930510009506e+02,9.663900093495390138e+02,9.243114386792450432e+02,1.019585204755609993e+03
9.265090316849269811e+02,7.015209356725149519e+02,8.741136363636360329e+02,9.939162073536590469e+02,9.614334179244019651e+02,9.220487028301889723e+02,1.017818196829589965e+03
9.235368670417529984e+02,7.012659649122809924e+02,8.713479236812570434e+02,9.922402148887180147e+02,9.578166154668090257e+02,9.208836084905659618e+02,1.014017007926020028e+03
9.216647912348239515e+02,7.010619883040940294e+02,8.663198653198650163e+02,9.880408149026719684e+02,9.526134633364499678e+02,9.208509433962259436e+02,1.012363110964329962e+03
9.181376961800409617e+02,6.992470175438600108e+02,8.644429012345680121e+02,9.860455591990510129e+02,9.479535194336849599e+02,9.193281839622640064e+02,1.009090653896960021e+03
9.168107787977489807e+02,7.000306432748540146e+02,8.595113636363639671e+02,9.833635665945720348e+02,9.441901963403230411e+02,9.174244103773589813e+02,1.005777741083220008e+03
9.125741782647320406e+02,6.975749707602340095e+02,8.590140291806959567e+02,9.812268889974189960e+02,9.401534660077470562e+02,9.155850235849060255e+02,1.003946499339499951e+03
9.091607936037900117e+02,6.991695906432750007e+02,8.569163860830529984e+02,9.794674527314590478e+02,9.356758381194069898e+02,9.151977594339620055e+02,9.999463342140029454e+02
9.070704767545159939e+02,6.979681871345029549e+02,8.549696969696969973e+02,9.767881811204910036e+02,9.325790036062510353e+02,9.127258254716980446e+02,9.970037978863939543e+02
9.040544862303820537e+02,6.970556725146200279e+02,8.546691919191920306e+02,9.734369636503170113e+02,9.279099772939759987e+02,9.104916273584909732e+02,9.947465323645969875e+02
9.013754811963279963e+02,6.967927485380120061e+02,8.505397025813690561e+02,9.711140026512249506e+02,9.245257112328030189e+02,9.082139150943399954e+02,9.901591809775429738e+02
8.980124370743260442e+02,6.959992982456139998e+02,8.502558922558920358e+02,9.686756436196189952e+02,9.202669961266190057e+02,9.073913915094340155e+02,9.875673712021140318e+02
8.944986674563219822e+02,6.943843274853800267e+02,8.481673681257019553e+02,9.673284029861159752e+02,9.166635501535999992e+02,9.048272405660379718e+02,9.843224900924700478e+02
8.936505774355939593e+02,6.947345029239769474e+02,8.472563131313130498e+02,9.646820623735439995e+02,9.116137304661409644e+02,9.043850235849059800e+02,9.811051849405549774e+02
8.915401243707430012e+02,6.937775438596489721e+02,8.458160774410770273e+02,9.625400125584319539e+02,9.088238279684790086e+02,9.022252358490569577e+02,9.780084214002639555e+02
8.878605270950549766e+02,6.929915789473679979e+02,8.446046576879909935e+02,9.607135282215870120e+02,9.040540937625220295e+02,9.014083726415090041e+02,9.746190554821660044e+02
8.864142730233940028e+02,6.929415204678359714e+02,8.418061167227830310e+02,9.586321077234349559e+02,9.010260451449180437e+02,9.012075471698110505e+02,9.712151585204760522e+02
8.836878886585730015e+02,6.921946198830410140e+02,8.389060044893379882e+02,9.554425451754690357e+02,8.965545612394820409e+02,9.005482311320749886e+02,9.678763210039629712e+02
8.820225051821139459e+02,6.917019883040940158e+02,8.385206228956229779e+02,9.545875950603500542e+02,8.955223721116600473e+02,8.979996462264150523e+02,9.642211030383090247e+02
8.781083802191290033e+02,6.918194152046779664e+02,8.352890011223339570e+02,9.523203097746460344e+02,8.915383998931480392e+02,8.991248820754719873e+02,9.617671730515189665e+02
8.764062777613270327e+02,6.895721637426900088e+02,8.338570426487090117e+02,9.513445196399919723e+02,8.881893949512490281e+02,8.973449292452829695e+02,9.580931307793920269e+02
8.739748297305300184e+02,6.904736842105260166e+02,8.311356621773289817e+02,9.494027070396989529e+02,8.849353546146650160e+02,8.949484669811320146e+02,9.545090819022459527e+02
8.717716908498670136e+02,6.904954385964909989e+02,8.287690796857459645e+02,9.472438428800669499e+02,8.819318819286760345e+02,8.933748820754719873e+02,9.494349405548219920e+02
8.695045898726680207e+02,6.899401169590639711e+02,8.273923961840630454e+02,9.439185795018489671e+02,8.776257513022569583e+02,8.934698113207549568e+02,9.480014861294580442e+02
8.710752146875929611e+02,6.899969590643270294e+02,8.287351290684620153e+02,9.432660992116100260e+02,8.741407773474020360e+02,8.911120283018869941e+02,9.441489431968300323e+02
8.685661830026649568e+02,6.882554385964909898e+02,8.265106621773289817e+02,9.412166329449520390e+02,8.718820622412180228e+02,8.898713443396229650e+02,9.407140026420080403e+02
8.649549896357709713e+02,6.882778947368419722e+02,8.246670875420879838e+02,9.399021837717159542e+02,8.684804327501000216e+02,8.892088443396230559e+02,9.368758256274769565e+02
8.631791530944630040e+02,6.886502923976610191e+02,8.227442480359150068e+02,9.376286890392799478e+02,8.663961533324429638e+02,8.887760613207550477e+02,9.329988441215319881e+02
8.599623926562039742e+02,6.870989473684210225e+02,8.220385802469139662e+02,9.361545384776389938e+02,8.632906371043139870e+02,8.885876179245279900e+02,9.286522457067369487e+02
8.595090316849269811e+02,6.872343859649120077e+02,8.207408810325480317e+02,9.332985418265540147e+02,8.610661145986380234e+02,8.869087264150939518e+02,9.257303500660500504e+02
8.580198400947590471e+02,6.868591812865499833e+02,8.204067059483729736e+02,9.324069629526270546e+02,8.580981701616129840e+02,8.855522405660379945e+02,9.204478203434609895e+02
8.565543381699729935e+02,6.871550877192979669e+02,8.177464927048259824e+02,9.305247331333290504e+02,8.554129825030049687e+02,8.859267688679250341e+02,9.171860964332889807e+02
8.540225051821139459e+02,6.864119298245609571e+02,8.165286195286199700e+02,9.293787064815460326e+02,8.522807533057299452e+02,8.833435141509429513e+02,9.128705416116249580e+02
8.534255256144509758e+02,6.862884210526319748e+02,8.135182379349049597e+02,9.277306914114279834e+02,8.492434887137700343e+02,8.820548349056599591e+02,9.089071994715980054e+02
