6.563757660651128312e-01,4.494673052232722732e-01,6.255931734740229899e-01,9.986124130692011214e-01,5.366586042239577248e-01,4.404676109016011920e-01,4.253200477607082530e-01,5.083637596856561691e-01,3.023451300545908493e-01,9.931643699935064351e-01,6.985775553682808114e-01,2.606295917072437018e-01
9.896541457738035064e-01,4.760728164735122392e-01,9.969170435440685152e-01,5.892945851135034108e-01,4.732698229919791721e-01,4.094033529966101814e-01,4.861477818641197213e-01,5.757732206391563690e-01,2.886764128435778676e-01,9.027558472409977774e-01,5.435803285781237726e-01,2.600456906946142510e-01
6.565210670448735630e-01,9.997572151585067957e-01,6.212501907874261597e-01,5.467361169691642431e-01,4.991796981460765448e-01,9.827747379018261231e-01,4.381576447166929955e-01,5.570574792320220903e-01,2.998184354665093809e-01,9.872265934738299054e-01,7.185850906232347235e-01,2.719386697523027974e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.961976828142138363e-01,5.706070851281848100e-01,5.589579370827305604e-01,4.326808309405817954e-01,4.423375641405205005e-01,5.648343385111402881e-01,3.105409595756522534e-01,9.833048075069072969e-01,4.794286816841429322e-01,2.629199279449473403e-01
9.892341265346914492e-01,4.904597986385068609e-01,6.200665168543744166e-01,5.832551148816395026e-01,4.930775959718848300e-01,4.440802507465420046e-01,4.117854661745736777e-01,5.632784994506392362e-01,2.998095757435996767e-01,9.500222824552104761e-01,5.330713261762404231e-01,2.606162505333230461e-01
1.000000000000000000e+00,5.120934028837772489e-01,6.395598088017120375e-01,5.815798779523063677e-01,4.969860024901703865e-01,4.206377258344026759e-01,5.808936904260757483e-01,5.363432584400448233e-01,2.998124055194533177e-01,7.991612264113802100e-01,5.919808893014076867e-01,2.727296359640747903e-01
9.998497751530812661e-01,4.622513298646379609e-01,6.125941150881730746e-01,5.775097573887664204e-01,5.892139109303881073e-01,4.490688529223732517e-01,4.719450520615833811e-01,5.523813790601085350e-01,2.822452816025024513e-01,9.127709059736258679e-01,6.991930452409237384e-01,2.573849860128816225e-01
1.000000000000000000e+00,4.804102582719725900e-01,9.967148974847962473e-01,5.809488838871255112e-01,4.870142374315395428e-01,4.236567929214578032e-01,5.857156214273311345e-01,9.833207820791981524e-01,3.214322290782190561e-01,1.000000000000000000e+00,4.594191720294096282e-01,2.584609756557504912e-01
9.949499813777331614e-01,5.334790652280972933e-01,6.242296916700809106e-01,5.886923292714244527e-01,5.221201521016382019e-01,4.449473062509739507e-01,4.431496344576614788e-01,9.981976519540587400e-01,2.998113731489197575e-01,9.806808883098918628e-01,6.054643292657247988e-01,2.728657292892597286e-01
9.999999999526789640e-01,4.893119210146021358e-01,9.991329898615202154e-01,5.916510542144421958e-01,4.927392654711040265e-01,9.989475653754597007e-01,4.353482157910807393e-01,5.708491243928419667e-01,3.084789599860837117e-01,8.166102169281987955e-01,4.875005627177383394e-01,2.589216557954470699e-01
1.000000000000000000e+00,4.612446268896883139e-01,9.969879191134184415e-01,5.354260183926876637e-01,1.000000000000000000e+00,4.236249806439120746e-01,5.705436586053580506e-01,5.582473520121985500e-01,2.822542378494124482e-01,8.359601948691968154e-01,3.808707250003443012e-01,2.717584309090630423e-01
6.585191022022222063e-01,9.989405488594785831e-01,9.982791256041794181e-01,5.592808541245886111e-01,5.370480378160711332e-01,4.141513615999671272e-01,4.293345825848408071e-01,9.876726443343559758e-01,2.998044176169930575e-01,1.000000000000000000e+00,3.769721191852520303e-01,2.573368720490133432e-01
6.422586582975420288e-01,4.877107115897882927e-01,9.881742678336560282e-01,5.576613359790327795e-01,4.896608093556830688e-01,4.437227577453269345e-01,5.706703299294860754e-01,9.053149145722796387e-01,2.998324718224739671e-01,8.708033495122846634e-01,3.770583766374555057e-01,2.730443391375739215e-01
6.566735689725592406e-01,9.852481383633466816e-01,9.929113791129774436e-01,9.989230252943936961e-01,5.516146430114109434e-01,9.860785921550516697e-01,4.583477308927215721e-01,9.823958455131568401e-01,2.822639012573318062e-01,5.472327243257938401e-01,4.667159485019948817e-01,2.602817436661247208e-01
9.999931941767095100e-01,9.961119897552515035e-01,6.173604937674488369e-01,5.733748625726764470e-01,1.000000000000000000e+00,4.394558337847237484e-01,4.573837335156586414e-01,5.569111795995634884e-01,2.998322874413546502e-01,3.755695818040523659e-01,5.131410154218195574e-01,2.599968557802418978e-01
6.564748654787566640e-01,1.000000000000000000e+00,9.959705027754565121e-01,5.867940821583177424e-01,5.482053392048524820e-01,4.424023204932047704e-01,1.000000000000000000e+00,5.518435422787488775e-01,2.822467017627064978e-01,9.009737529892721808e-01,4.291123050530218919e-01,2.731031316211592341e-01
9.952659813653390586e-01,4.822506273485116512e-01,6.402272998469691334e-01,5.670712298586247924e-01,5.515163859692701065e-01,4.026973011737877139e-01,4.721496245192538521e-01,9.993187738086612981e-01,3.054679296184218407e-01,9.654868921742270071e-01,5.982184239497270184e-01,2.593317493019682285e-01
6.585518383005514176e-01,4.767713557952971137e-01,6.444617654647393223e-01,9.919636415536952079e-01,5.092063174797547553e-01,4.427611440481442062e-01,5.742220900887633483e-01,6.397665317932998974e-01,2.998227063792775482e-01,5.048715905171118346e-01,5.082302523728757793e-01,2.703251621078434641e-01
6.552773147678899734e-01,4.526359322873732549e-01,6.264236157560421070e-01,5.906118655970016285e-01,4.889415619063286478e-01,4.451527318526425359e-01,4.415121531447182557e-01,5.867630610693612692e-01,2.823007370978762864e-01,8.187596377951266158e-01,4.468821918517132952e-01,2.730553574560403707e-01
6.597655777236252073e-01,4.886319158501092330e-01,6.207811837903706165e-01,5.761360342064987261e-01,4.569672822908373289e-01,4.281623954589221515e-01,5.723929624268069283e-01,5.839156183560177960e-01,3.317676302664833710e-01,1.000000000000000000e+00,3.770366777200920283e-01,2.571993204907334074e-01
1.000000000000000000e+00,4.978407165468898832e-01,6.265360324742489384e-01,5.703197941083372191e-01,4.961439986400453250e-01,4.226368263275714354e-01,4.456340615092227453e-01,5.470194249443351975e-01,2.822492832943114260e-01,9.029285385937597663e-01,4.773237031922783480e-01,2.731623878333325761e-01
6.565684814928143265e-01,4.673201438655360529e-01,6.217538400057910364e-01,9.953639861541809797e-01,4.996041355019888441e-01,4.300142024296559340e-01,4.636070412905721749e-01,9.796115351475357391e-01,2.998200549849234786e-01,7.255794302534658291e-01,4.825518758315297529e-01,2.915684323900848418e-01
6.517815077613003938e-01,4.521318869085655945e-01,9.978043151986449866e-01,5.594465872113150162e-01,5.340886984897827983e-01,4.164866560070304979e-01,4.635845878994634406e-01,5.944294156439938748e-01,2.986677797040840354e-01,8.886765425805829288e-01,3.765300799121136244e-01,2.555059030057342251e-01
6.575112294203977470e-01,4.803387067627390983e-01,9.967535015276446364e-01,5.347193657778424036e-01,5.070768632844212531e-01,4.424647708825978909e-01,4.770249696371137715e-01,9.950354684886556500e-01,2.822692065539179063e-01,9.896521689391686305e-01,4.057805578947877856e-01,2.556255452357309443e-01
6.559981600383465450e-01,9.974351749990985061e-01,6.380890274300583531e-01,9.878926973748273221e-01,4.851246649162455626e-01,4.260804823018066179e-01,4.214758574139401692e-01,9.990864359813286244e-01,2.998123681031905630e-01,7.870246912151050989e-01,3.770497494313204134e-01,2.579033252038544499e-01
6.717578650144467867e-01,4.702646279420711339e-01,6.286118361246494368e-01,5.485006865390560371e-01,4.897044159828823906e-01,4.386138796198341128e-01,5.749196924624663252e-01,5.529779685191344996e-01,3.013772018686121656e-01,9.102936632273044282e-01,4.150458585013473978e-01,2.730938385218649178e-01
9.978440165284453434e-01,9.999103002531974926e-01,6.437446867838455544e-01,9.926631261813388951e-01,5.575565381222840067e-01,4.346368067521977352e-01,4.648232508010618491e-01,5.542877870013027675e-01,3.036313984480055184e-01,7.248838116858694613e-01,4.839345829069139904e-01,2.731430530647142030e-01
6.439073191372429728e-01,4.939406940018741254e-01,6.332614190991598946e-01,5.986560956650233134e-01,4.950695130555864965e-01,4.387099986947760044e-01,4.386125855522575168e-01,5.758060460330139962e-01,2.822496627447991790e-01,7.959676186401933862e-01,3.770537813973484642e-01,2.740669623257699361e-01
6.376094806236395351e-01,1.000000000000000000e+00,9.939428788703307260e-01,9.990350097254204753e-01,5.324457373856841258e-01,4.248725088122407012e-01,5.727056834930258633e-01,5.724215921711526267e-01,2.822447935031646704e-01,3.755607974714572084e-01,3.770344171232551389e-01,2.717384453754243534e-01
6.619003848856083172e-01,4.662990591767982029e-01,6.294189370728829891e-01,9.975580349891175480e-01,5.430152898206166423e-01,4.313106776828346534e-01,5.728259984072830990e-01,5.238133357995283790e-01,3.028697605321771236e-01,9.426741880847708810e-01,3.770388132040913276e-01,2.731554834053986358e-01
6.800997478189736434e-01,5.152007601420192096e-01,6.236838190022002681e-01,5.828208662962173214e-01,5.090576741898031887e-01,4.204212209002189393e-01,4.621848054668400430e-01,5.378513119172164680e-01,3.008342835827060302e-01,8.802632995494845680e-01,3.768112279672303777e-01,2.723065049101927593e-01
