1.948545869382943607e+00,9.025542859647570992e+01,2.007144473384696592e+00,8.976758190640751423e+01,2.018307925616435128e+00,9.040025985002718301e+01,2.015597306154897517e+00,8.935167862611939427e+01,1.956414209845539931e+00,9.000987207190517836e+01,1.986007910145834776e+00,9.028061149558440945e+01,1.979776618093806118e+00,9.007237640340520102e+01,2.007421955372961087e+00,8.995457593510386118e+01,2.007116653139514373e+00,8.987237233206791132e+01,2.004105116603051684e+00,9.008754969810765090e+01,2.004577576559257057e+00,8.973220104203497272e+01,1.976587057875773157e+00,8.989009273033883574e+01
1.767317199166907660e+00,9.082926331183927005e+01,1.898578413032951717e+00,9.021489534339923466e+01,1.759786988120777718e+00,9.068356237922783691e+01,1.834507179097278673e+00,9.072405351060145051e+01,1.905412196846266504e+00,9.033745632877051435e+01,1.988935331523021821e+00,9.046851155598952232e+01,1.918390953376874819e+00,9.005233134484545587e+01,1.857145867465210820e+00,9.021169360588768882e+01,1.693131228120015042e+00,9.154666299734888923e+01,1.810344219184998105e+00,9.181546943792899640e+01,1.693934337713283167e+00,9.188090348143856545e+01,1.822579058318186451e+00,9.125158985158998348e+01
1.597163806081589810e+00,9.147854167592728913e+01,1.798371412128653368e+00,9.035672790850567537e+01,1.514813051901010343e+00,9.110401275309645541e+01,1.639411530416487350e+00,9.130465845382629198e+01,1.757256972125303074e+00,9.027634690013981356e+01,1.990988599312435214e+00,9.010438754289209839e+01,1.918176744924957156e+00,9.049667170656755388e+01,1.770887347861400674e+00,9.030661300603536290e+01,1.418478830746248809e+00,9.285661798420576929e+01,1.588449770114508164e+00,9.318486380901636323e+01,1.428845599322348781e+00,9.312998645908217554e+01,1.684769627660540392e+00,9.227793863714968836e+01
1.403377328502627197e+00,9.173074185669931069e+01,1.691177081028392148e+00,9.055051649889348653e+01,1.347697490664208075e+00,9.168967027864104580e+01,1.472827501793699811e+00,9.193594573530451441e+01,1.689660767324591584e+00,9.055008790438505173e+01,1.961837235886354502e+00,9.029106340710868039e+01,1.858854948385536554e+00,9.051510866633419994e+01,1.728554059472526383e+00,9.055513604275375883e+01,1.192701630337810847e+00,9.428040408489621882e+01,1.353208020629463881e+00,9.387868935000595627e+01,1.293398846847367389e+00,9.410770934995449011e+01,1.566317714446663789e+00,9.359188861909061075e+01
1.256969707318844831e+00,9.193887944147044777e+01,1.615099766097471079e+00,9.118257343649445090e+01,1.198861529378433488e+00,9.246375278223541727e+01,1.397988992097448202e+00,9.252810220467901559e+01,1.612940881380038327e+00,9.013239665779298093e+01,1.960668497170848790e+00,9.057646134355381662e+01,1.857633192055891058e+00,9.062231731327310058e+01,1.618695975788974950e+00,9.068172960114267767e+01,9.884272649224851159e-01,9.564196987436099562e+01,1.240465427657877928e+00,9.547188716357827332e+01,1.067045103111987858e+00,9.546879073184244646e+01,1.412787732623473236e+00,9.461839301169361249e+01
1.174726755887213647e+00,9.226703822741022520e+01,1.518807593619682761e+00,9.121350445614579883e+01,1.114273112342126115e+00,9.340829744811712487e+01,1.263086961235879491e+00,9.318539872359859544e+01,1.547530695988544425e+00,9.087337625307728217e+01,1.966783781124905373e+00,9.036322983709925438e+01,1.783642329894466139e+00,9.074711781174698899e+01,1.532877104675427038e+00,9.100951933232818192e+01,8.164131735636310783e-01,9.662080412836687060e+01,1.139028968218485316e+00,9.614553011317092057e+01,9.364184563467886635e-01,9.628664606738225018e+01,1.337744676674958777e+00,9.535115321649598741e+01
1.061001648929658314e+00,9.261612569819024543e+01,1.431483085595507854e+00,9.138692710424811594e+01,1.009292679161470474e+00,9.357533997368526002e+01,1.153983163998734351e+00,9.335798704891119826e+01,1.492029321381258766e+00,9.100866323637049504e+01,1.934683235787503452e+00,9.065706922738237949e+01,1.755742588404723747e+00,9.061344937939341548e+01,1.487134188798409751e+00,9.159274617759824366e+01,6.822934659219938025e-01,9.689234139715188121e+01,1.002425263678155876e+00,9.692287229418589334e+01,8.050317877582381376e-01,9.694645580888938241e+01,1.208197767760849528e+00,9.624306785578922074e+01
9.548831237090965596e-01,9.340285260018028168e+01,1.427862958656310077e+00,9.166736624309912429e+01,9.517264036388377590e-01,9.422540042425266904e+01,1.115953239519779316e+00,9.450905824024354729e+01,1.387936153021484209e+00,9.083840855529263081e+01,1.947269474792726385e+00,9.052911180397993007e+01,1.706430780868524621e+00,9.091140349504642870e+01,1.356133218685461106e+00,9.153057585875441760e+01,5.980886013735755569e-01,9.772980965890695870e+01,9.182786833804205129e-01,9.765327698553214475e+01,7.295829332116169352e-01,9.724371143434821363e+01,1.151624379961050604e+00,9.660994936383723086e+01
9.092447177759190868e-01,9.341590424566908268e+01,1.374191357516924006e+00,9.193415357271905464e+01,8.288051384926534704e-01,9.451971617425041927e+01,1.057844300380190727e+00,9.476456497462457662e+01,1.367092777929573177e+00,9.114452246784045997e+01,1.924187641087321543e+00,9.113393779659443794e+01,1.686870265170342886e+00,9.140083512991395764e+01,1.298434212393868803e+00,9.156768651419433525e+01,5.321455934161761769e-01,9.869806402304082837e+01,8.073956821742371837e-01,9.838766912932229047e+01,6.031568822705073440e-01,9.834229871828311786e+01,1.057935135945476279e+00,9.728230578391097083e+01
8.053516089466458139e-01,9.430431617506387454e+01,1.326564208893631802e+00,9.206413559878912167e+01,8.373717553376379685e-01,9.478254713391289954e+01,9.809386272732308898e-01,9.466972686117497915e+01,1.320652112685009705e+00,9.139155406782069235e+01,1.917720221597344121e+00,9.119644673330796536e+01,1.658605528674669705e+00,9.129370615724145921e+01,1.232614068387531514e+00,9.210843064615770004e+01,4.755146884984137179e-01,9.890654115131655999e+01,7.198338313880178196e-01,9.899597925412128063e+01,4.996492607422834964e-01,9.918453516780796519e+01,9.696256784863244160e-01,9.749447709129775319e+01
