5.500585999999999842e+01,5.089260000000000161e+01,5.584179999999999922e+01,5.106839999999999691e+01,5.194530999999999921e+01,5.313280000000000314e+01,5.872460999999999842e+01,5.186520000000000152e+01,5.548828000000000316e+01,5.139260000000000161e+01,5.580272999999999683e+01,5.236910000000000309e+01,5.479296999999999684e+01,5.144530000000000314e+01
5.426953000000000316e+01,5.016210000000000235e+01,5.589453000000000316e+01,5.145700000000000074e+01,5.279102000000000317e+01,5.359380000000000166e+01,5.659570000000000078e+01,5.083200000000000074e+01,5.571875000000000000e+01,5.189840000000000231e+01,5.553125000000000000e+01,5.229299999999999926e+01,5.477147999999999683e+01,5.152340000000000231e+01
5.356054999999999922e+01,5.107809999999999917e+01,5.567772999999999683e+01,5.131450000000000244e+01,5.188477000000000317e+01,5.317580000000000240e+01,5.393945000000000078e+01,5.121679999999999922e+01,5.655859000000000236e+01,5.346880000000000166e+01,5.509570000000000078e+01,5.007030000000000314e+01,5.392969000000000079e+01,5.168359999999999843e+01
5.422070000000000078e+01,5.083010000000000161e+01,5.638671999999999684e+01,5.129099999999999682e+01,5.208008000000000237e+01,5.366020000000000323e+01,5.379688000000000159e+01,5.120120000000000005e+01,5.445703000000000316e+01,5.164650000000000318e+01,5.552734000000000236e+01,5.192190000000000083e+01,5.416796999999999684e+01,5.204879999999999995e+01
5.292188000000000159e+01,5.129690000000000083e+01,5.502929999999999922e+01,5.233400000000000318e+01,5.057227000000000317e+01,5.167580000000000240e+01,5.324022999999999683e+01,5.146679999999999922e+01,5.483594000000000079e+01,5.151370000000000005e+01,5.425780999999999921e+01,5.223440000000000083e+01,5.333397999999999683e+01,5.222070000000000078e+01
5.430272999999999683e+01,5.065229999999999677e+01,5.585546999999999684e+01,5.302150000000000318e+01,5.050000000000000000e+01,5.147849999999999682e+01,5.312304999999999922e+01,5.193750000000000000e+01,5.549414000000000158e+01,5.092770000000000152e+01,5.342969000000000079e+01,5.124609999999999843e+01,5.404883000000000237e+01,5.215820000000000078e+01
5.322460999999999842e+01,5.038870000000000005e+01,5.548438000000000159e+01,5.217580000000000240e+01,5.037304999999999922e+01,5.153320000000000078e+01,5.434960999999999842e+01,5.138870000000000005e+01,5.423438000000000159e+01,5.161719999999999686e+01,5.405469000000000079e+01,5.296479999999999677e+01,5.220897999999999683e+01,5.141020000000000323e+01
5.208789000000000158e+01,5.103520000000000323e+01,5.473438000000000159e+01,5.112700000000000244e+01,5.123828000000000316e+01,5.311330000000000240e+01,5.336522999999999683e+01,5.149410000000000309e+01,5.403125000000000000e+01,5.211520000000000152e+01,5.346094000000000079e+01,5.244919999999999760e+01,5.268164000000000158e+01,5.129299999999999926e+01
5.232030999999999921e+01,5.092379999999999995e+01,5.370116999999999763e+01,5.066409999999999769e+01,4.980469000000000079e+01,5.293160000000000309e+01,5.330078000000000316e+01,5.196479999999999677e+01,5.558594000000000079e+01,5.180660000000000309e+01,5.311914000000000158e+01,5.247849999999999682e+01,5.197852000000000317e+01,5.183010000000000161e+01
5.268164000000000158e+01,5.132419999999999760e+01,5.320311999999999841e+01,5.171679999999999922e+01,4.974414000000000158e+01,5.253320000000000078e+01,5.197852000000000317e+01,5.137890000000000157e+01,5.393750000000000000e+01,5.236910000000000309e+01,5.269335999999999842e+01,5.247659999999999769e+01,5.227147999999999683e+01,5.189650000000000318e+01
